Accession,Submitters,Release_Date,Pangolin,Species,Molecule_type,Length,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MT631791.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29827,complete,USA: CA,CA,Homo sapiens,,2020-04-18
MT631792.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,complete,USA: CA,CA,Homo sapiens,,2020-04-21
MT631793.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,complete,USA: CA,CA,Homo sapiens,,2020-04-22
MT631794.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29850,complete,USA: CA,CA,Homo sapiens,,2020-04-22
MT631795.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,complete,USA: CA,CA,Homo sapiens,,2020-04-22
MT631797.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29841,complete,USA: CA,CA,Homo sapiens,,2020-04-22
MT631799.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29814,complete,USA: CA,CA,Homo sapiens,,2020-04-26
MT631800.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,complete,USA: CA,CA,Homo sapiens,,2020-05-14
MT631802.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29840,complete,USA: CA,CA,Homo sapiens,,2020-05-14
MT631803.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29851,complete,USA: CA,CA,Homo sapiens,,2020-05-14
MT631805.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29803,complete,USA: CA,CA,Homo sapiens,,2020-05-14
MT631807.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,complete,USA: CA,CA,Homo sapiens,,2020-03-30
MT631808.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29815,complete,USA: CA,CA,Homo sapiens,,2020-03-30
MT631809.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29854,complete,USA: CA,CA,Homo sapiens,,2020-03-30
MT631813.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,complete,USA: CA,CA,Homo sapiens,,2020-04-01
MT631815.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29805,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631816.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631817.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29840,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631818.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29851,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631819.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631820.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29862,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631821.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631822.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29823,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631823.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29851,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631824.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631825.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631827.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631828.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631829.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631830.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29850,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631831.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631833.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29853,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT631837.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29860,complete,USA: CA,CA,Homo sapiens,,2020-04-03
MT631838.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29815,complete,USA: CA,CA,Homo sapiens,,2020-04-03
MT631839.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29846,complete,USA: CA,CA,Homo sapiens,,2020-04-03
MT631840.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29821,complete,USA: CA,CA,Homo sapiens,,2020-04-03
MT631841.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,complete,USA: CA,CA,Homo sapiens,,2020-04-07
MT631842.1,"CZB Cliahub Consortium,C.C.C.",2020-06-17T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29854,complete,USA: CA,CA,Homo sapiens,,2020-04-07
MT632491.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29839,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-03-18
MT632493.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29872,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632494.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29846,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-03-16
MT632495.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-03-16
MT632496.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29852,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-03-19
MT632497.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-21
MT632498.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632499.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632500.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-03-14
MT632501.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-03-16
MT632502.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,"USA: Washington,Clark County",WA,Homo sapiens,,2020-03-08
MT632503.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632504.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-18
MT632505.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632506.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-03-02
MT632507.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632508.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632509.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,complete,USA: Washington,WA,Homo sapiens,,2020-03-20
MT632510.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-23
MT632511.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29870,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632512.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632513.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632514.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-03-20
MT632515.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29859,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-03-19
MT632516.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632517.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632518.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29857,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-03-02
MT632519.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632520.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
MT632521.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-17T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,complete,"USA: Washington,Whatcom County",WA,Homo sapiens,,2020-03-20
